TSNE1,TSNE2,cluster_id,cluster_name,email_id,subject
-4.667248,45.9904,2,Événements archivistiques,5955,Email 4584
-4.705478,45.819008,2,Événements archivistiques,5956,Email 4585
-4.0409365,44.993553,4,Informations diverses,5957,Email 4586
-4.512239,45.486855,4,Informations diverses,5958,Email 4587
-4.3774834,45.595207,2,Événements archivistiques,5959,Email 4588
-4.861033,46.37488,2,Événements archivistiques,5960,Email 4589
-5.3768387,45.54288,2,Événements archivistiques,5961,Email 4590
-5.870131,46.25624,2,Événements archivistiques,5962,Email 4591
-5.0478997,45.594376,4,Informations diverses,5963,Email 4592
-5.1265826,45.70753,4,Informations diverses,5964,Email 4593
-5.5665827,46.214336,2,Événements archivistiques,5965,Email 4594
-5.6601987,46.256966,2,Événements archivistiques,5966,Email 4595
-5.5027347,46.141903,2,Événements archivistiques,5967,Email 4596
-5.8112507,46.280094,2,Événements archivistiques,5968,Email 4597
-5.5988054,46.12146,2,Événements archivistiques,5969,Email 4598
-5.719622,46.335964,7,Accès aux archives,5970,Email 4599
-6.5843964,46.479977,7,Accès aux archives,5971,Email 4600
-5.450482,45.241547,2,Événements archivistiques,5972,Email 4601
-5.133878,44.818485,4,Informations diverses,5973,Email 4602
-5.97631,46.58973,7,Accès aux archives,5974,Email 4603
-6.9014325,46.526062,7,Accès aux archives,5975,Email 4604
-7.666854,46.111717,6,Gestion association,5976,Email 4605
-3.8701844,25.765697,4,Informations diverses,5977,Email 4606
-7.2283072,44.525906,4,Informations diverses,5978,Email 4607
-7.497435,46.367504,7,Accès aux archives,5979,Email 4608
-7.5334086,46.457417,6,Gestion association,5980,Email 4609
10.062892,30.346113,4,Informations diverses,5981,Email 4610
-8.147449,46.09147,6,Gestion association,5982,Email 4611
-7.4095545,45.365726,2,Événements archivistiques,5983,Email 4612
-7.7192698,45.821236,6,Gestion association,5984,Email 4613
-7.8299184,46.394817,6,Gestion association,5985,Email 4614
-7.875896,46.0987,6,Gestion association,5986,Email 4615
-8.089634,43.7915,4,Informations diverses,5987,Email 4616
-7.992057,43.827274,4,Informations diverses,5988,Email 4617
-8.105274,43.787804,2,Événements archivistiques,5989,Email 4618
-8.119333,46.291454,6,Gestion association,5990,Email 4619
-7.6306605,47.8231,5,Discussions internes,5991,Email 4620
-7.9845414,47.47285,7,Accès aux archives,5992,Email 4621
-7.9355917,47.465725,7,Accès aux archives,5993,Email 4622
-6.90555,48.9167,7,Accès aux archives,5994,Email 4623
-6.429379,49.56947,5,Discussions internes,5995,Email 4624
-6.7218432,49.308758,7,Accès aux archives,5996,Email 4625
-6.5133533,49.60219,5,Discussions internes,5997,Email 4626
-5.971101,49.644924,5,Discussions internes,5998,Email 4627
-23.935434,37.560986,4,Informations diverses,5999,Email 4628
-6.5377693,49.631794,5,Discussions internes,6000,Email 4629
-6.750509,50.07077,5,Discussions internes,6001,Email 4630
-6.7437205,50.186016,5,Discussions internes,6002,Email 4631
-6.8324246,50.43155,5,Discussions internes,6003,Email 4632
27.115648,29.69651,4,Informations diverses,6020,Email 4633
27.12342,29.653744,4,Informations diverses,6021,Email 4634
27.169271,29.730913,4,Informations diverses,6022,Email 4635
27.501707,32.37355,2,Événements archivistiques,6023,Email 4636
27.27238,32.124912,2,Événements archivistiques,6024,Email 4637
26.870798,31.580519,4,Informations diverses,6025,Email 4638
26.908758,31.73773,2,Événements archivistiques,6026,Email 4639
26.99503,31.319637,2,Événements archivistiques,6027,Email 4640
26.98792,31.005709,4,Informations diverses,6028,Email 4641
26.96532,31.128563,4,Informations diverses,6029,Email 4642
27.336988,32.920258,2,Événements archivistiques,6030,Email 4643
26.878206,31.69913,2,Événements archivistiques,6031,Email 4644
26.88059,32.04001,2,Événements archivistiques,6032,Email 4645
26.821606,32.117775,2,Événements archivistiques,6033,Email 4646
26.814726,32.32038,2,Événements archivistiques,6034,Email 4647
26.764557,32.735706,2,Événements archivistiques,6035,Email 4648
26.715408,32.927044,6,Gestion association,6036,Email 4649
26.52066,32.762302,5,Discussions internes,6037,Email 4650
26.569414,33.062023,6,Gestion association,6038,Email 4651
26.257847,34.037514,5,Discussions internes,6039,Email 4652
25.376842,34.401745,6,Gestion association,6040,Email 4653
25.232666,34.298283,6,Gestion association,6041,Email 4654
24.460674,34.096035,5,Discussions internes,6042,Email 4655
24.980783,33.983356,5,Discussions internes,6043,Email 4656
24.572718,34.191322,5,Discussions internes,6044,Email 4657
24.62715,33.66153,5,Discussions internes,6045,Email 4658
25.658697,35.069954,6,Gestion association,6046,Email 4659
23.823662,33.992233,5,Discussions internes,6047,Email 4660
23.68391,34.06663,5,Discussions internes,6048,Email 4661
24.046751,34.12659,5,Discussions internes,6049,Email 4662
24.25868,34.325317,5,Discussions internes,6050,Email 4663
25.319263,35.517582,6,Gestion association,6051,Email 4664
23.202515,34.590828,5,Discussions internes,6052,Email 4665
25.171804,35.50983,5,Discussions internes,6053,Email 4666
22.65919,33.57205,3,Échanges informels,6054,Email 4667
23.794363,34.628826,5,Discussions internes,6055,Email 4668
23.350183,33.2472,4,Informations diverses,6056,Email 4669
23.464907,33.795288,5,Discussions internes,6057,Email 4670
23.5001,33.314915,5,Discussions internes,6058,Email 4671
24.176594,34.278744,5,Discussions internes,6059,Email 4672
23.683704,34.942318,5,Discussions internes,6060,Email 4673
22.861345,34.862083,5,Discussions internes,6061,Email 4674
22.814394,34.48356,4,Informations diverses,6062,Email 4675
23.284248,35.069317,5,Discussions internes,6063,Email 4676
24.736586,36.05956,5,Discussions internes,6064,Email 4677
21.36897,34.671833,5,Discussions internes,6065,Email 4678
21.371754,34.68072,5,Discussions internes,6066,Email 4679
24.921886,36.1919,5,Discussions internes,6067,Email 4680
24.869987,36.25016,5,Discussions internes,6068,Email 4681
-24.060654,37.26953,4,Informations diverses,6069,Email 4682
23.734423,35.761997,5,Discussions internes,6070,Email 4683
23.61068,35.525417,5,Discussions internes,6071,Email 4684
-23.957045,37.303585,5,Discussions internes,6072,Email 4685
23.701193,35.821968,5,Discussions internes,6073,Email 4686
24.17339,36.55401,5,Discussions internes,6074,Email 4687
24.934645,36.600246,5,Discussions internes,6075,Email 4688
24.559055,36.26849,5,Discussions internes,6076,Email 4689
23.91362,36.001328,5,Discussions internes,6077,Email 4690
24.36591,36.41832,5,Discussions internes,6078,Email 4691
24.0307,36.569977,5,Discussions internes,6079,Email 4692
30.538162,30.60914,4,Informations diverses,6090,Email 4693
30.79059,30.630249,2,Événements archivistiques,6091,Email 4694
31.159391,30.680523,2,Événements archivistiques,6092,Email 4695
31.625872,30.710188,2,Événements archivistiques,6093,Email 4696
31.8427,30.67986,2,Événements archivistiques,6094,Email 4697
31.890696,30.708872,2,Événements archivistiques,6095,Email 4698
32.122623,30.806242,2,Événements archivistiques,6096,Email 4699
31.705019,30.08471,2,Événements archivistiques,6097,Email 4700
33.1431,31.168062,6,Gestion association,6098,Email 4701
31.625801,29.822042,2,Événements archivistiques,6099,Email 4702
32.57441,30.958368,6,Gestion association,6100,Email 4703
32.641087,30.930681,2,Événements archivistiques,6101,Email 4704
32.037357,30.512228,2,Événements archivistiques,6102,Email 4705
32.607895,30.581408,2,Événements archivistiques,6103,Email 4706
34.24814,31.145699,2,Événements archivistiques,6104,Email 4707
34.56768,30.8837,2,Événements archivistiques,6105,Email 4708
34.63492,30.8821,6,Gestion association,6106,Email 4709
34.73057,30.906118,6,Gestion association,6107,Email 4710
34.521847,31.290062,6,Gestion association,6108,Email 4711
35.868816,31.04848,6,Gestion association,6109,Email 4712
35.204987,28.849033,4,Informations diverses,6110,Email 4713
32.443947,29.04334,4,Informations diverses,6111,Email 4714
36.0567,31.025486,6,Gestion association,6112,Email 4715
34.493435,31.264065,6,Gestion association,6113,Email 4716
35.471214,31.636919,6,Gestion association,6114,Email 4717
35.080505,31.464607,6,Gestion association,6115,Email 4718
35.10337,31.458424,6,Gestion association,6116,Email 4719
35.713276,30.793354,6,Gestion association,6117,Email 4720
35.20295,28.91147,4,Informations diverses,6118,Email 4721
35.16984,29.152288,2,Événements archivistiques,6119,Email 4722
35.299335,31.83693,6,Gestion association,6120,Email 4723
34.5559,32.669903,6,Gestion association,6121,Email 4724
34.61821,32.82303,6,Gestion association,6122,Email 4725
34.546467,32.873203,6,Gestion association,6123,Email 4726
34.324856,33.043053,6,Gestion association,6124,Email 4727
33.970127,33.238705,6,Gestion association,6125,Email 4728
33.604637,33.26935,2,Événements archivistiques,6126,Email 4729
33.984013,33.400734,6,Gestion association,6127,Email 4730
32.940243,34.95982,5,Discussions internes,6128,Email 4731
32.546257,34.986534,5,Discussions internes,6129,Email 4732
43.639133,9.503435,4,Informations diverses,6130,Email 4733
34.03952,33.893,6,Gestion association,6131,Email 4734
43.622307,9.504676,5,Discussions internes,6132,Email 4735
34.080437,34.15599,6,Gestion association,6133,Email 4736
32.787006,35.02674,5,Discussions internes,6134,Email 4737
32.82013,34.05209,5,Discussions internes,6135,Email 4738
33.06115,35.026688,5,Discussions internes,6136,Email 4739
32.276333,34.06105,5,Discussions internes,6137,Email 4740
33.53441,34.532078,5,Discussions internes,6138,Email 4741
33.18984,34.918247,5,Discussions internes,6139,Email 4742
34.092453,34.721798,6,Gestion association,6140,Email 4743
33.041656,36.139236,5,Discussions internes,6141,Email 4744
32.631702,35.18776,5,Discussions internes,6142,Email 4745
33.194622,34.025322,5,Discussions internes,6143,Email 4746
34.97073,35.12489,7,Accès aux archives,6144,Email 4747
33.508003,36.37746,5,Discussions internes,6145,Email 4748
33.538754,36.062145,5,Discussions internes,6146,Email 4749
34.238346,35.065872,5,Discussions internes,6147,Email 4750
34.247066,35.109325,5,Discussions internes,6148,Email 4751
34.125576,35.132397,5,Discussions internes,6149,Email 4752
34.074497,35.32894,5,Discussions internes,6150,Email 4753
34.359898,35.322063,5,Discussions internes,6151,Email 4754
34.471592,35.325962,5,Discussions internes,6152,Email 4755
34.46487,35.523403,5,Discussions internes,6153,Email 4756
32.13923,35.385735,5,Discussions internes,6154,Email 4757
34.337074,35.160446,5,Discussions internes,6155,Email 4758
23.34792,82.06429,7,Accès aux archives,6160,Email 4759
24.074604,82.64136,4,Informations diverses,6161,Email 4760
24.087286,82.55116,4,Informations diverses,6162,Email 4761
23.681261,82.28525,4,Informations diverses,6163,Email 4762
24.143766,82.483444,4,Informations diverses,6164,Email 4763
23.469828,82.780655,4,Informations diverses,6165,Email 4764
23.758816,81.85281,2,Événements archivistiques,6166,Email 4765
23.381577,82.857414,4,Informations diverses,6167,Email 4766
23.537067,82.46025,4,Informations diverses,6168,Email 4767
23.462742,83.01499,4,Informations diverses,6169,Email 4768
23.671843,82.14715,4,Informations diverses,6170,Email 4769
23.82816,81.73619,4,Informations diverses,6171,Email 4770
23.824642,81.51028,7,Accès aux archives,6172,Email 4771
23.836855,81.49385,7,Accès aux archives,6173,Email 4772
23.85721,81.62725,2,Événements archivistiques,6174,Email 4773
23.851439,81.39653,7,Accès aux archives,6175,Email 4774
24.375326,82.93888,4,Informations diverses,6176,Email 4775
23.8746,81.02318,6,Gestion association,6177,Email 4776
24.012413,80.82353,7,Accès aux archives,6178,Email 4777
24.160038,80.23523,2,Événements archivistiques,6179,Email 4778
24.352705,80.628654,4,Informations diverses,6180,Email 4779
24.308456,80.58191,2,Événements archivistiques,6181,Email 4780
24.15,79.35986,6,Gestion association,6182,Email 4781
24.037233,79.09343,6,Gestion association,6183,Email 4782
24.224476,79.12884,5,Discussions internes,6184,Email 4783
24.0999,79.09954,6,Gestion association,6185,Email 4784
23.978552,78.89011,6,Gestion association,6186,Email 4785
24.209667,77.68533,7,Accès aux archives,6187,Email 4786
23.57364,77.78279,5,Discussions internes,6188,Email 4787
23.70474,77.61396,7,Accès aux archives,6189,Email 4788
23.671154,77.705246,7,Accès aux archives,6190,Email 4789
23.122736,77.44098,5,Discussions internes,6191,Email 4790
23.658155,77.8763,7,Accès aux archives,6192,Email 4791
23.521536,77.507904,7,Accès aux archives,6193,Email 4792
23.432608,77.18986,7,Accès aux archives,6194,Email 4793
23.2037,76.245255,5,Discussions internes,6195,Email 4794
23.025345,76.29676,5,Discussions internes,6196,Email 4795
23.450415,77.123215,7,Accès aux archives,6197,Email 4796
23.102491,76.48343,5,Discussions internes,6198,Email 4797
23.190521,77.0773,5,Discussions internes,6199,Email 4798
23.164692,76.90723,5,Discussions internes,6200,Email 4799
23.171373,76.724014,5,Discussions internes,6201,Email 4800
23.155586,76.78974,5,Discussions internes,6202,Email 4801
31.83537,77.091805,6,Gestion association,6230,Email 4802
32.416676,76.79658,2,Événements archivistiques,6231,Email 4803
32.306496,76.3594,4,Informations diverses,6232,Email 4804
32.541122,77.370255,6,Gestion association,6233,Email 4805
4.171831,8.797209,4,Informations diverses,6234,Email 4806
32.84461,76.77368,2,Événements archivistiques,6235,Email 4807
32.721073,77.67163,2,Événements archivistiques,6236,Email 4808
32.753483,76.28234,2,Événements archivistiques,6237,Email 4809
33.12651,77.72847,6,Gestion association,6238,Email 4810
32.862293,76.95267,2,Événements archivistiques,6239,Email 4811
32.685802,76.6166,2,Événements archivistiques,6240,Email 4812
33.211708,77.61746,6,Gestion association,6241,Email 4813
33.487377,77.91216,6,Gestion association,6242,Email 4814
32.85912,78.57394,6,Gestion association,6243,Email 4815
33.540413,76.789185,2,Événements archivistiques,6244,Email 4816
33.66287,76.68662,2,Événements archivistiques,6245,Email 4817
33.54594,77.880646,6,Gestion association,6246,Email 4818
33.842308,77.878006,6,Gestion association,6247,Email 4819
33.90067,78.173065,6,Gestion association,6248,Email 4820
33.832,78.393814,7,Accès aux archives,6249,Email 4821
33.99482,78.54435,7,Accès aux archives,6250,Email 4822
33.645504,78.257164,6,Gestion association,6251,Email 4823
-23.13357,1.6593426,3,Échanges informels,6252,Email 4824
34.206936,76.19145,4,Informations diverses,6253,Email 4825
33.96057,79.52016,7,Accès aux archives,6254,Email 4826
34.24288,78.53739,7,Accès aux archives,6255,Email 4827
34.648964,78.90189,7,Accès aux archives,6256,Email 4828
35.369785,80.12512,7,Accès aux archives,6257,Email 4829
35.071465,78.19108,5,Discussions internes,6258,Email 4830
35.313194,79.660034,7,Accès aux archives,6259,Email 4831
35.107197,78.57043,7,Accès aux archives,6260,Email 4832
35.428654,78.01991,5,Discussions internes,6261,Email 4833
34.046513,80.8089,7,Accès aux archives,6262,Email 4834
11.778783,13.98177,6,Gestion association,6263,Email 4835
34.702003,79.34297,7,Accès aux archives,6264,Email 4836
-2.0420148,-34.06663,2,Événements archivistiques,6265,Email 4837
34.70156,79.19627,7,Accès aux archives,6266,Email 4838
35.199734,79.39501,7,Accès aux archives,6267,Email 4839
34.398476,80.01932,7,Accès aux archives,6268,Email 4840
34.78936,79.29935,7,Accès aux archives,6269,Email 4841
34.3449,79.99755,7,Accès aux archives,6270,Email 4842
35.30647,79.49757,7,Accès aux archives,6271,Email 4843
34.778862,79.56142,7,Accès aux archives,6272,Email 4844
34.813328,79.58261,7,Accès aux archives,6273,Email 4845
35.96648,80.17349,6,Gestion association,6274,Email 4846
36.447784,79.57592,6,Gestion association,6275,Email 4847
33.842857,79.89746,7,Accès aux archives,6276,Email 4848
36.69005,80.64057,6,Gestion association,6277,Email 4849
34.196297,80.610855,7,Accès aux archives,6278,Email 4850
36.413494,80.24405,6,Gestion association,6279,Email 4851
36.82113,78.33223,5,Discussions internes,6280,Email 4852
37.040726,80.05155,6,Gestion association,6281,Email 4853
37.36989,79.18323,6,Gestion association,6282,Email 4854
37.31841,79.12151,6,Gestion association,6283,Email 4855
36.37656,78.04459,5,Discussions internes,6284,Email 4856
36.965805,78.3083,5,Discussions internes,6285,Email 4857
37.00301,79.984375,6,Gestion association,6286,Email 4858
37.52691,80.70195,6,Gestion association,6287,Email 4859
37.664833,79.08202,5,Discussions internes,6288,Email 4860
37.77023,80.07159,6,Gestion association,6289,Email 4861
38.73287,79.76126,6,Gestion association,6290,Email 4862
38.249184,79.337135,5,Discussions internes,6291,Email 4863
38.58479,79.38184,5,Discussions internes,6292,Email 4864
38.53312,79.38265,5,Discussions internes,6293,Email 4865
38.620155,79.50014,5,Discussions internes,6294,Email 4866
38.442657,79.99716,6,Gestion association,6295,Email 4867
38.572887,79.22673,5,Discussions internes,6296,Email 4868
38.63933,80.14304,7,Accès aux archives,6297,Email 4869
38.682953,79.72606,5,Discussions internes,6298,Email 4870
38.65994,79.21307,5,Discussions internes,6299,Email 4871
2.0766344,26.430439,4,Informations diverses,6300,Email 4872
2.1448715,26.42221,4,Informations diverses,6301,Email 4873
-7.461285,31.515633,4,Informations diverses,6302,Email 4874
2.1064916,26.523869,4,Informations diverses,6303,Email 4875
2.0856743,26.4485,4,Informations diverses,6304,Email 4876
2.0385768,26.503658,4,Informations diverses,6305,Email 4877
1.9720247,26.526709,4,Informations diverses,6306,Email 4878
-7.680795,31.58332,2,Événements archivistiques,6307,Email 4879
-8.030891,31.462564,7,Accès aux archives,6308,Email 4880
-7.524283,30.651596,4,Informations diverses,6309,Email 4881
-7.928214,30.727882,2,Événements archivistiques,6310,Email 4882
3.1784012,7.4111767,4,Informations diverses,6311,Email 4883
-8.276966,30.750854,2,Événements archivistiques,6312,Email 4884
-8.601288,30.457695,2,Événements archivistiques,6313,Email 4885
-8.26623,30.477686,2,Événements archivistiques,6314,Email 4886
3.116342,7.560617,4,Informations diverses,6315,Email 4887
-7.1273723,29.879677,3,Échanges informels,6316,Email 4888
-7.1789885,29.881094,3,Échanges informels,6317,Email 4889
-7.0724206,30.113018,4,Informations diverses,6318,Email 4890
-8.232588,31.160728,2,Événements archivistiques,6319,Email 4891
-8.991675,31.04769,7,Accès aux archives,6320,Email 4892
-6.653473,29.976883,4,Informations diverses,6321,Email 4893
-6.797115,30.652014,4,Informations diverses,6322,Email 4894
-8.628206,30.395329,2,Événements archivistiques,6323,Email 4895
-8.698679,30.349712,2,Événements archivistiques,6324,Email 4896
3.1797895,8.04754,4,Informations diverses,6325,Email 4897
-8.363088,30.282227,2,Événements archivistiques,6326,Email 4898
-9.229379,29.907011,6,Gestion association,6327,Email 4899
-9.51122,29.560455,6,Gestion association,6328,Email 4900
-9.283437,29.453262,5,Discussions internes,6329,Email 4901
-9.734937,29.81089,6,Gestion association,6330,Email 4902
-9.325778,29.550903,5,Discussions internes,6331,Email 4903
-10.222616,29.842218,6,Gestion association,6332,Email 4904
-10.049341,29.8776,6,Gestion association,6333,Email 4905
-9.877135,29.477356,6,Gestion association,6334,Email 4906
-7.102575,27.648447,3,Échanges informels,6335,Email 4907
-6.778872,27.4531,3,Échanges informels,6336,Email 4908
-9.574904,29.101217,5,Discussions internes,6337,Email 4909
-8.799218,28.441006,5,Discussions internes,6338,Email 4910
-7.9076147,27.852106,5,Discussions internes,6339,Email 4911
-7.8278184,28.000147,5,Discussions internes,6340,Email 4912
-7.8098435,27.541296,4,Informations diverses,6341,Email 4913
-10.645811,29.827751,6,Gestion association,6342,Email 4914
-9.606771,28.961342,5,Discussions internes,6343,Email 4915
-9.052842,28.200651,5,Discussions internes,6344,Email 4916
-9.844531,28.940748,7,Accès aux archives,6345,Email 4917
2.5923421,8.250614,4,Informations diverses,6346,Email 4918
-10.639561,29.008682,6,Gestion association,6347,Email 4919
-11.04019,29.381756,6,Gestion association,6348,Email 4920
2.4157324,8.248493,4,Informations diverses,6349,Email 4921
-11.256665,29.343618,7,Accès aux archives,6350,Email 4922
-20.43491,-12.701455,4,Informations diverses,6351,Email 4923
-10.864862,28.733082,0,Association archivistes,6352,Email 4924
-9.973431,27.67591,5,Discussions internes,6353,Email 4925
-10.943211,28.464151,6,Gestion association,6354,Email 4926
-10.381961,27.588112,5,Discussions internes,6355,Email 4927
-10.103044,26.57819,5,Discussions internes,6356,Email 4928
-9.250719,26.418642,5,Discussions internes,6357,Email 4929
-10.106567,27.239635,5,Discussions internes,6358,Email 4930
-9.58012,26.901354,4,Informations diverses,6359,Email 4931
-10.964111,28.00584,6,Gestion association,6360,Email 4932
13.463271,-53.20895,3,Échanges informels,6361,Email 4933
-10.340338,26.967802,5,Discussions internes,6362,Email 4934
-10.375919,26.873463,5,Discussions internes,6363,Email 4935
-10.411406,26.470217,5,Discussions internes,6364,Email 4936
-10.505841,26.476166,5,Discussions internes,6365,Email 4937
-10.869654,27.762072,5,Discussions internes,6366,Email 4938
-10.990598,27.845966,5,Discussions internes,6367,Email 4939
-11.054614,27.057463,5,Discussions internes,6368,Email 4940
-11.007381,27.800865,5,Discussions internes,6369,Email 4941
7.1076565,7.005749,4,Informations diverses,6370,Email 4942
13.265735,30.40586,2,Événements archivistiques,6371,Email 4943
12.702621,29.879515,4,Informations diverses,6372,Email 4944
12.763189,30.012741,4,Informations diverses,6373,Email 4945
13.361744,30.5381,2,Événements archivistiques,6374,Email 4946
13.381539,30.546436,2,Événements archivistiques,6375,Email 4947
4.8434634,17.904217,3,Échanges informels,6376,Email 4948
14.11277,31.99813,2,Événements archivistiques,6377,Email 4949
11.251433,31.094143,4,Informations diverses,6378,Email 4950
-1.1315222,23.866442,4,Informations diverses,6379,Email 4951
13.815184,32.791397,6,Gestion association,6380,Email 4952
13.858541,33.17917,6,Gestion association,6381,Email 4953
12.995839,32.74468,2,Événements archivistiques,6382,Email 4954
13.318522,32.66573,5,Discussions internes,6383,Email 4955
13.159699,33.084106,2,Événements archivistiques,6384,Email 4956
13.166326,32.391026,2,Événements archivistiques,6385,Email 4957
13.47459,32.932095,2,Événements archivistiques,6386,Email 4958
10.665515,30.977207,4,Informations diverses,6387,Email 4959
12.52024,32.95783,5,Discussions internes,6388,Email 4960
13.312013,33.028522,6,Gestion association,6389,Email 4961
12.84454,33.287006,5,Discussions internes,6390,Email 4962
14.206977,33.57774,6,Gestion association,6391,Email 4963
-1.437659,23.933105,4,Informations diverses,6392,Email 4964
10.699308,35.855335,4,Informations diverses,6393,Email 4965
12.101341,32.453266,4,Informations diverses,6394,Email 4966
11.100434,31.331375,4,Informations diverses,6395,Email 4967
10.63234,31.896599,4,Informations diverses,6396,Email 4968
13.848689,34.651905,7,Accès aux archives,6397,Email 4969
12.397441,33.20292,5,Discussions internes,6398,Email 4970
11.49494,32.80076,4,Informations diverses,6399,Email 4971
11.498908,33.105736,4,Informations diverses,6400,Email 4972
13.344195,34.05453,7,Accès aux archives,6401,Email 4973
13.123464,33.500942,7,Accès aux archives,6402,Email 4974
12.120531,34.000828,5,Discussions internes,6403,Email 4975
11.894161,34.073887,5,Discussions internes,6404,Email 4976
12.565442,34.116016,5,Discussions internes,6405,Email 4977
-1.345659,28.154238,4,Informations diverses,6406,Email 4978
12.585177,33.329304,7,Accès aux archives,6407,Email 4979
11.944792,33.896103,5,Discussions internes,6408,Email 4980
13.827893,33.6834,6,Gestion association,6409,Email 4981
14.061039,33.79208,6,Gestion association,6410,Email 4982
11.683988,33.022514,5,Discussions internes,6411,Email 4983
4.0993648,9.040336,4,Informations diverses,6412,Email 4984
14.148705,33.85329,6,Gestion association,6413,Email 4985
14.126776,34.792084,7,Accès aux archives,6414,Email 4986
14.505364,34.52048,6,Gestion association,6415,Email 4987
15.133586,34.83583,6,Gestion association,6416,Email 4988
14.93481,34.59443,5,Discussions internes,6417,Email 4989
15.032692,34.748867,6,Gestion association,6418,Email 4990
15.237459,34.84121,6,Gestion association,6419,Email 4991
15.320651,34.62653,6,Gestion association,6420,Email 4992
15.29193,34.441948,5,Discussions internes,6421,Email 4993
19.381918,38.084198,4,Informations diverses,6422,Email 4994
15.888875,35.32078,7,Accès aux archives,6423,Email 4995
16.081263,35.53953,7,Accès aux archives,6424,Email 4996
16.089756,35.552765,7,Accès aux archives,6425,Email 4997
16.859066,33.826504,5,Discussions internes,6426,Email 4998
16.148527,34.72743,5,Discussions internes,6427,Email 4999
16.866674,33.782856,4,Informations diverses,6428,Email 5000
16.096558,35.582558,7,Accès aux archives,6429,Email 5001
1.2010688,-6.472183,3,Échanges informels,6440,Email 5002
1.2347231,-6.40387,3,Échanges informels,6441,Email 5003
-21.636864,49.844257,2,Événements archivistiques,6442,Email 5004
-21.995857,50.744125,4,Informations diverses,6443,Email 5005
-21.798235,50.604855,4,Informations diverses,6444,Email 5006
-21.75686,50.545334,4,Informations diverses,6445,Email 5007
-20.740261,50.09445,7,Accès aux archives,6446,Email 5008
-20.86275,50.0657,7,Accès aux archives,6447,Email 5009
-21.264479,49.701153,7,Accès aux archives,6448,Email 5010
-21.858091,49.690426,4,Informations diverses,6449,Email 5011
-21.039461,50.15752,7,Accès aux archives,6450,Email 5012
-21.422287,49.25207,7,Accès aux archives,6451,Email 5013
-22.403915,49.22621,4,Informations diverses,6452,Email 5014
-22.805641,49.532078,4,Informations diverses,6453,Email 5015
-22.77309,49.57815,3,Échanges informels,6454,Email 5016
-21.682972,49.1083,7,Accès aux archives,6455,Email 5017
-21.61528,48.94948,7,Accès aux archives,6456,Email 5018
-22.360693,49.16959,7,Accès aux archives,6457,Email 5019
-22.382612,49.081276,7,Accès aux archives,6458,Email 5020
-22.549437,49.55867,4,Informations diverses,6459,Email 5021
1.5149068,-5.3989086,3,Échanges informels,6460,Email 5022
-22.53228,49.51979,4,Informations diverses,6461,Email 5023
-21.612253,48.708084,7,Accès aux archives,6462,Email 5024
-21.082087,46.999187,7,Accès aux archives,6463,Email 5025
-21.078161,46.56865,6,Gestion association,6464,Email 5026
-21.24383,46.2508,6,Gestion association,6465,Email 5027
-21.26331,46.362923,7,Accès aux archives,6466,Email 5028
-21.332098,46.099503,7,Accès aux archives,6467,Email 5029
-22.014473,44.808834,3,Échanges informels,6468,Email 5030
-1.9261339,24.990208,4,Informations diverses,6469,Email 5031
-21.2189,45.892334,6,Gestion association,6470,Email 5032
-22.338257,43.911823,4,Informations diverses,6471,Email 5033
-20.77799,46.396034,6,Gestion association,6472,Email 5034
-21.432209,44.6247,7,Accès aux archives,6473,Email 5035
-21.220125,44.95633,7,Accès aux archives,6474,Email 5036
-21.303177,45.108074,5,Discussions internes,6475,Email 5037
-20.870361,44.266758,7,Accès aux archives,6476,Email 5038
-20.88986,45.60569,6,Gestion association,6477,Email 5039
-21.177443,45.37968,5,Discussions internes,6478,Email 5040
-20.957685,45.64101,6,Gestion association,6479,Email 5041
-21.944124,45.830833,6,Gestion association,6480,Email 5042
-21.531832,45.009945,7,Accès aux archives,6481,Email 5043
-21.548815,43.959625,3,Échanges informels,6482,Email 5044
-20.799461,44.40165,5,Discussions internes,6483,Email 5045
-20.899757,45.416122,6,Gestion association,6484,Email 5046
-20.793139,44.908875,5,Discussions internes,6485,Email 5047
-20.714785,42.93494,5,Discussions internes,6486,Email 5048
-20.3523,45.23787,6,Gestion association,6487,Email 5049
-19.130026,43.87743,5,Discussions internes,6488,Email 5050
-20.08956,44.924717,7,Accès aux archives,6489,Email 5051
-20.578854,43.29987,5,Discussions internes,6490,Email 5052
-20.426699,43.398705,5,Discussions internes,6491,Email 5053
-21.10649,42.664993,3,Échanges informels,6492,Email 5054
-20.192865,42.47916,5,Discussions internes,6493,Email 5055
-20.331121,43.554466,5,Discussions internes,6494,Email 5056
-20.505045,43.16818,5,Discussions internes,6495,Email 5057
-19.927402,44.443283,5,Discussions internes,6496,Email 5058
-19.513178,45.072094,7,Accès aux archives,6497,Email 5059
-19.910492,43.539146,5,Discussions internes,6498,Email 5060
-2.0064514,25.237293,5,Discussions internes,6499,Email 5061
-19.152369,44.22259,7,Accès aux archives,6500,Email 5062
-19.107176,44.015522,5,Discussions internes,6501,Email 5063
-19.835043,43.317394,5,Discussions internes,6502,Email 5064
-19.789053,43.27273,5,Discussions internes,6503,Email 5065
-19.577314,44.52578,6,Gestion association,6504,Email 5066
-19.755358,43.34184,5,Discussions internes,6505,Email 5067
-19.58621,43.136616,5,Discussions internes,6506,Email 5068
-19.31751,44.515186,7,Accès aux archives,6507,Email 5069
